sale_id,sale_datetime,customer_id,store_id,payment_type,items_count,gross_amount,discount_header,tax,total_amount
63,2017-11-05 12:11:37,60,STORE-WE,Efectivo,2,312.95,3.41,31.59,274.56
64,2016-11-06 13:46:50,61,STORE-WE,Tarjeta,2,340.34,0.27,41.56,361.27
65,2017-02-02 11:16:02,62,STORE-EA,Tarjeta,3,224.65,2.45,20.45,177.73
66,2016-10-13 18:58:21,63,STORE-WE,Efectivo,7,275.24,0.66,33.22,288.76
67,2016-09-05 13:25:44,64,STORE-EA,Tarjeta,1,103.5,1.14,10.62,92.28
68,2017-09-18 18:47:57,65,STORE-WE,Efectivo,3,163.38,0.23,21.21,184.36
69,2017-12-22 12:18:13,66,STORE-CE,Efectivo,1,839.43,1.92,108.88,946.39
70,2015-09-07 18:20:29,67,STORE-WE,Efectivo,1,671.93,2.14,87.07,756.86
71,2014-10-22 15:50:57,68,STORE-EA,Efectivo,1,117.36,1.49,12.01,104.41
72,2016-12-05 16:42:40,69,STORE-CE,Efectivo,4,2657.81,3.53,345.06,2999.34
73,2016-03-13 20:12:09,70,STORE-WE,Tarjeta,2,451.38,3.88,46.44,403.66
74,2015-05-31 20:04:29,71,STORE-WE,Tarjeta,3,244.78,0.82,31.71,275.67
75,2015-05-28 15:25:15,72,STORE-WE,Efectivo,1,6.63,0.1,0.85,7.38
76,2014-03-01 20:55:49,73,STORE-WE,Tarjeta,1,571.96,8.74,58.35,507.18
77,2016-11-20 15:03:35,74,STORE-CE,Efectivo,2,959.55,13.72,122.96,1068.79
78,2016-05-11 18:33:35,75,STORE-WE,Tarjeta,1,5.98,0.08,0.77,6.67
79,2015-12-28 19:57:32,76,STORE-EA,Tarjeta,1,67.98,0.31,7.03,61.1
80,2016-11-16 15:16:48,77,STORE-WE,Efectivo,1,28.4,0.16,3.67,31.91
81,2016-11-07 15:40:15,78,STORE-WE,Efectivo,1,34.6,0.47,3.54,30.75
82,2014-09-08 11:17:21,79,STORE-CE,Efectivo,7,17553.0,55.12,1363.02,11847.8
83,2014-08-05 14:26:21,80,STORE-WE,Efectivo,3,557.08,7.18,60.43,525.29
84,2014-09-14 14:57:49,81,STORE-CE,Efectivo,2,287.44,0.57,9.37,81.41
85,2017-04-21 14:30:00,82,STORE-CE,Tarjeta,1,486.32,1.72,12.42,107.96
86,2015-11-21 12:48:24,33,STORE-EA,Tarjeta,2,586.71,1.67,53.43,464.44
87,2015-12-15 20:38:57,83,STORE-EA,Efectivo,1,3.28,0.01,0.43,3.7
88,2014-12-05 15:01:24,84,STORE-CE,Tarjeta,2,541.95,7.34,55.41,481.63
89,2014-11-19 10:39:34,85,STORE-SO,Tarjeta,3,682.91,2.74,88.42,768.59
90,2016-11-28 10:55:29,86,STORE-EA,Efectivo,1,7.16,0.07,0.92,8.01
91,2014-08-26 11:29:20,87,STORE-WE,Efectivo,1,176.8,0.13,22.97,199.64
92,2016-07-16 12:53:05,88,STORE-CE,Efectivo,2,71.55,0.55,7.37,64.06
93,2015-10-12 13:14:41,89,STORE-EA,Tarjeta,5,2050.36,3.72,216.49,1881.76
94,2015-10-31 11:53:01,90,STORE-WE,Efectivo,1,14.28,0.01,1.86,16.13
95,2014-03-21 18:07:36,91,STORE-EA,Efectivo,2,16.82,0.1,1.74,15.1
96,2017-11-06 17:38:47,92,STORE-EA,Efectivo,1,46.26,0.08,6.0,52.18
97,2017-07-06 12:06:37,93,STORE-EA,Efectivo,2,29.89,0.26,2.44,21.19
98,2017-06-24 09:37:44,94,STORE-EA,Efectivo,1,27.18,0.03,2.82,24.53
99,2014-08-03 18:38:51,95,STORE-WE,Tarjeta,2,440.75,1.93,28.52,247.94
100,2017-12-17 18:23:04,96,STORE-CE,Tarjeta,1,331.42,0.49,8.55,74.34
101,2017-06-03 15:06:27,97,STORE-SO,Efectivo,1,43.96,0.52,4.5,39.15
102,2017-12-09 10:46:33,98,STORE-WE,Efectivo,1,555.96,3.93,57.31,498.15
103,2017-12-01 20:30:29,99,STORE-CE,Efectivo,5,376.1,5.79,48.14,418.45
104,2015-02-09 09:17:56,100,STORE-CE,Tarjeta,1,26.0,0.28,2.67,23.19
105,2015-01-02 17:42:24,101,STORE-EA,Efectivo,5,5111.45,18.3,233.79,2032.18
106,2016-10-28 13:51:16,102,STORE-WE,Efectivo,2,471.03,7.71,50.4,438.13
107,2015-12-24 11:05:15,103,STORE-EA,Tarjeta,6,1826.08,9.65,80.38,698.65
108,2015-08-09 15:50:01,104,STORE-CE,Efectivo,3,646.63,9.37,82.84,720.1
109,2015-02-28 18:37:23,105,STORE-SO,Efectivo,2,689.08,0.48,71.6,622.39
110,2014-09-13 13:22:44,106,STORE-SO,Efectivo,1,62.16,0.01,2.42,21.06
111,2017-04-07 12:19:16,38,STORE-SO,Efectivo,5,2666.41,5.3,224.97,1955.52
112,2017-11-12 20:44:11,107,STORE-WE,Efectivo,1,10.56,0.18,1.35,11.73
113,2016-06-04 19:37:48,108,STORE-CE,Tarjeta,7,1524.62,3.4,87.69,762.24
114,2014-06-01 10:19:00,109,STORE-CE,Tarjeta,5,3745.63,13.15,485.22,4217.7
115,2016-12-10 12:44:08,110,STORE-WE,Tarjeta,1,401.96,2.97,41.42,360.02
116,2016-09-11 17:18:30,111,STORE-WE,Efectivo,2,3354.98,60.49,428.28,3722.77
117,2016-12-10 12:55:30,112,STORE-EA,Tarjeta,2,442.5,0.5,57.46,499.46
118,2015-11-28 17:40:43,113,STORE-CE,Efectivo,4,1010.57,6.05,102.74,893.01
119,2017-12-01 09:35:48,114,STORE-EA,Tarjeta,3,263.82,4.91,33.09,287.62
120,2017-06-08 15:58:28,115,STORE-CE,Efectivo,1,8.12,0.02,0.21,1.81
121,2014-09-19 12:36:39,116,STORE-CE,Tarjeta,2,9299.9,25.14,722.12,6276.92
122,2016-06-06 12:42:05,117,STORE-CE,Efectivo,1,410.28,4.12,42.13,366.23
123,2015-11-10 10:00:26,118,STORE-WE,Efectivo,1,79.9,0.54,10.32,89.68
124,2017-06-16 12:45:18,119,STORE-SO,Efectivo,1,17.52,0.2,1.8,15.62
125,2016-01-22 15:04:43,39,STORE-EA,Efectivo,1,7.56,0.0,0.98,8.54
126,2017-12-09 17:42:51,120,STORE-EA,Efectivo,2,118.48,0.84,12.21,106.16
127,2017-12-28 12:52:09,121,STORE-WE,Tarjeta,1,725.84,12.24,92.77,806.37
128,2015-07-30 08:10:50,67,STORE-WE,Tarjeta,3,228.86,2.72,29.04,252.45
129,2017-09-16 19:19:44,122,STORE-WE,Tarjeta,2,14.8,0.09,1.91,16.62
130,2017-10-13 08:56:27,123,STORE-EA,Efectivo,4,142.97,0.37,14.82,128.83
131,2015-09-26 08:05:14,57,STORE-CE,Tarjeta,2,1403.4,12.22,143.55,1247.81
132,2015-11-02 17:02:48,124,STORE-WE,Efectivo,1,1298.55,6.6,134.19,1166.43
133,2015-09-26 10:30:33,15,STORE-WE,Efectivo,3,515.83,0.92,53.53,465.27
134,2016-12-18 09:30:22,125,STORE-SO,Tarjeta,3,2291.87,1.84,183.07,1591.3
135,2016-11-20 13:26:44,126,STORE-EA,Tarjeta,4,540.91,3.94,48.96,425.57
136,2014-12-26 12:20:07,127,STORE-WE,Tarjeta,5,1232.84,0.3,111.15,966.12
137,2016-10-28 08:42:55,64,STORE-EA,Efectivo,5,1263.67,18.21,161.91,1407.37
138,2017-11-19 16:23:39,102,STORE-CE,Efectivo,1,438.15,3.17,28.07,243.98
139,2015-05-04 11:17:35,128,STORE-EA,Tarjeta,1,26.8,0.17,3.46,30.09
140,2014-12-30 12:28:56,34,STORE-CE,Efectivo,1,9.84,0.01,1.28,11.11
141,2014-06-01 17:51:15,129,STORE-EA,Efectivo,2,334.68,6.03,42.72,371.37
142,2017-04-15 14:05:14,130,STORE-SO,Tarjeta,1,4.89,0.07,0.63,5.45
143,2016-09-12 18:53:09,131,STORE-WE,Tarjeta,4,629.25,0.06,65.43,568.77
144,2014-09-27 15:15:29,132,STORE-EA,Efectivo,1,87.54,0.01,11.38,98.91
145,2014-08-09 16:47:56,133,STORE-SO,Efectivo,2,242.42,0.23,25.18,218.88
146,2014-12-28 13:59:50,134,STORE-EA,Tarjeta,1,123.92,0.77,12.79,111.16
147,2014-11-04 19:19:53,135,STORE-EA,Efectivo,5,4822.47,54.51,617.87,5370.73
148,2014-09-19 16:30:22,136,STORE-WE,Efectivo,1,7.16,0.12,0.92,7.96
149,2016-04-23 14:29:59,137,STORE-WE,Efectivo,2,414.39,5.36,45.0,391.15
150,2017-11-03 11:54:49,138,STORE-SO,Tarjeta,1,19.99,0.01,2.08,18.06
151,2016-08-30 19:58:51,139,STORE-EA,Tarjeta,5,1927.71,13.86,163.28,1419.28
152,2016-04-25 10:32:37,140,STORE-EA,Tarjeta,3,223.4,0.04,14.09,122.47
153,2015-09-01 08:46:09,141,STORE-WE,Tarjeta,3,1223.88,16.14,125.18,1088.14
154,2014-07-12 13:39:44,142,STORE-WE,Efectivo,2,882.58,6.73,90.91,790.24
155,2015-06-22 09:54:21,108,STORE-WE,Tarjeta,1,4.96,0.06,0.64,5.54
156,2014-04-13 18:54:34,64,STORE-EA,Tarjeta,4,1880.84,4.87,81.36,707.24
157,2015-12-20 13:40:45,80,STORE-CE,Efectivo,1,111.0,1.22,11.39,98.97
158,2017-06-15 11:40:43,143,STORE-WE,Efectivo,1,59.97,0.37,6.19,53.8
159,2017-07-08 14:06:48,144,STORE-EA,Efectivo,3,45.08,0.82,5.75,50.01
160,2016-09-01 08:02:20,145,STORE-EA,Tarjeta,5,5528.24,21.1,574.29,4991.88
161,2016-04-08 16:26:36,146,STORE-EA,Efectivo,4,545.58,4.4,57.72,501.72
162,2016-04-23 10:11:05,97,STORE-SO,Efectivo,1,45.3,0.18,4.69,40.75
163,2017-03-08 15:58:37,147,STORE-SO,Tarjeta,2,668.54,13.11,85.21,740.64
164,2017-09-25 15:16:42,148,STORE-EA,Efectivo,4,616.32,7.16,72.13,627.0
165,2014-09-24 09:28:22,149,STORE-WE,Efectivo,1,211.96,2.03,27.29,237.22
166,2016-10-21 19:16:29,150,STORE-EA,QR,4,1179.27,21.19,150.55,1308.63
167,2017-05-29 11:24:36,151,STORE-CE,Efectivo,2,99.18,0.72,10.22,88.84
168,2014-07-23 12:00:36,152,STORE-WE,Efectivo,4,1917.47,26.74,194.17,1687.81
169,2016-09-28 20:51:14,153,STORE-CE,Tarjeta,1,123.92,0.44,12.83,111.53
170,2017-08-27 17:16:43,154,STORE-EA,Efectivo,1,2126.32,8.54,192.38,1672.26
171,2015-04-28 18:02:19,155,STORE-CE,Efectivo,3,133.93,0.65,5.72,49.73
172,2016-10-28 12:20:47,156,STORE-WE,Tarjeta,2,112.88,1.94,12.81,111.37
173,2015-06-26 13:33:32,157,STORE-CE,Tarjeta,1,41.9,0.33,5.4,46.97
174,2015-11-27 20:18:47,158,STORE-SO,Efectivo,2,787.62,2.36,59.42,516.5
175,2015-12-03 10:48:14,159,STORE-EA,Efectivo,2,1611.5,1.56,62.89,546.63
176,2014-11-24 09:50:25,160,STORE-EA,Tarjeta,1,3.28,0.04,0.34,2.92
177,2017-12-11 13:43:47,161,STORE-EA,Efectivo,2,69.18,0.55,8.16,70.95
178,2014-09-21 13:06:43,162,STORE-WE,Tarjeta,2,2107.95,12.27,264.43,2298.51
179,2014-06-07 13:58:39,163,STORE-CE,Tarjeta,1,62.31,0.01,1.62,14.07
180,2017-06-30 19:19:41,164,STORE-WE,Efectivo,1,94.74,0.62,9.77,84.94
181,2017-10-17 12:31:07,165,STORE-EA,Tarjeta,2,62.92,1.11,8.04,69.85
182,2015-10-31 16:08:24,7,STORE-CE,Efectivo,1,70.12,1.19,8.96,77.89
183,2016-09-08 14:37:47,166,STORE-CE,Tarjeta,4,3804.76,51.76,333.99,2903.17
184,2014-12-24 14:17:02,167,STORE-SO,Tarjeta,1,11.96,0.02,1.24,10.79
185,2014-04-16 13:13:28,71,STORE-SO,Efectivo,1,48.84,0.49,5.02,43.6
186,2017-12-24 18:23:34,168,STORE-EA,Efectivo,1,35.91,0.15,4.65,40.41
187,2017-12-08 11:07:54,169,STORE-WE,Efectivo,9,4770.81,32.1,510.04,4433.45
188,2017-11-03 11:08:50,170,STORE-WE,Efectivo,2,523.78,7.9,57.08,496.18
189,2017-06-24 11:37:13,171,STORE-WE,Efectivo,1,95.92,0.88,12.36,107.4
190,2016-04-14 20:57:38,172,STORE-WE,Efectivo,1,479.75,3.47,49.44,429.77
191,2017-11-06 12:54:09,147,STORE-SO,Efectivo,1,5.78,0.11,0.74,6.41
192,2017-03-04 16:16:51,134,STORE-WE,Efectivo,2,24.57,0.23,3.16,27.5
193,2014-06-22 18:55:01,33,STORE-WE,Tarjeta,1,245.94,1.33,25.4,220.82
194,2017-10-19 17:20:01,173,STORE-EA,Efectivo,2,89.26,1.19,11.45,99.52
195,2017-08-21 16:07:47,174,STORE-SO,Tarjeta,1,866.4,2.31,112.33,976.42
196,2017-11-23 15:28:49,26,STORE-CE,Tarjeta,2,316.32,3.35,40.69,353.66
197,2014-09-12 17:02:46,175,STORE-EA,Tarjeta,1,69.99,0.34,9.05,78.7
198,2017-10-01 08:30:54,176,STORE-CE,Efectivo,1,8.34,0.1,0.85,7.42
199,2016-04-15 19:58:28,177,STORE-SO,Efectivo,4,1513.8,10.17,115.04,999.93
200,2016-06-06 13:38:09,73,STORE-EA,Tarjeta,1,714.3,13.54,91.1,791.86
201,2014-12-19 17:35:45,178,STORE-SO,Efectivo,2,325.79,3.68,32.36,281.29
202,2016-06-12 14:06:50,179,STORE-CE,Tarjeta,2,1831.83,20.72,169.1,1469.85
203,2017-09-15 19:55:13,180,STORE-CE,Efectivo,1,39.84,0.23,4.11,35.75
204,2017-01-20 15:56:14,52,STORE-EA,Tarjeta,1,230.94,1.93,26.77,232.69
205,2016-09-05 13:52:29,8,STORE-CE,Tarjeta,6,634.46,10.94,81.06,704.58
206,2017-03-20 10:43:59,181,STORE-CE,Tarjeta,1,2.91,0.05,0.37,3.23
207,2016-04-01 09:27:06,182,STORE-EA,Tarjeta,6,560.78,4.2,72.36,628.94
208,2017-10-20 16:21:42,183,STORE-EA,Efectivo,2,1305.7,5.83,122.71,1066.65
209,2016-12-13 13:55:42,176,STORE-CE,Efectivo,1,63.88,0.5,8.24,71.62
210,2014-02-12 17:19:22,184,STORE-WE,Efectivo,1,161.96,1.22,16.69,145.04
211,2016-09-26 17:32:13,174,STORE-CE,Efectivo,2,1079.1,8.21,97.28,845.56
212,2015-12-15 15:14:54,99,STORE-WE,Efectivo,3,1067.97,9.55,135.93,1181.52
213,2016-04-22 17:14:51,185,STORE-WE,Efectivo,5,2999.22,28.74,202.75,1762.33
214,2015-01-17 08:11:17,186,STORE-CE,Efectivo,1,636.86,4.87,32.48,282.35
215,2017-03-31 20:19:58,104,STORE-CE,Efectivo,1,301.96,3.57,26.23,227.99
216,2016-12-16 13:00:11,114,STORE-CE,Tarjeta,1,23.94,0.04,0.62,5.37
217,2015-12-20 09:09:47,187,STORE-EA,Efectivo,1,55.48,0.22,7.18,62.44
218,2014-11-09 11:24:26,188,STORE-WE,Tarjeta,6,1732.86,10.25,195.95,1703.28
219,2016-07-12 13:49:36,121,STORE-WE,Efectivo,1,119.7,1.7,12.23,106.29
220,2016-10-27 10:48:39,189,STORE-EA,Efectivo,1,40.2,0.53,5.16,44.83
221,2016-06-26 15:38:28,190,STORE-EA,Efectivo,2,718.95,13.47,91.71,797.19
222,2014-10-06 13:27:07,191,STORE-WE,Efectivo,1,9.09,0.08,1.17,10.18
223,2014-07-22 15:33:42,192,STORE-EA,Efectivo,2,165.94,3.13,21.17,183.98
224,2017-06-10 08:00:13,193,STORE-WE,Tarjeta,3,984.45,0.39,107.03,930.37
225,2014-10-29 13:07:00,194,STORE-CE,Tarjeta,1,3419.94,11.3,354.2,3078.85
226,2014-06-09 16:45:14,195,STORE-CE,Tarjeta,3,177.93,1.62,18.29,159.01
227,2014-09-14 14:01:29,196,STORE-EA,Efectivo,2,460.22,1.59,59.62,518.25
228,2016-05-09 14:45:40,197,STORE-WE,Efectivo,1,93.98,1.85,11.98,104.11
229,2016-03-18 13:10:51,198,STORE-SO,Tarjeta,1,316.47,2.58,24.35,211.65
230,2015-12-27 09:27:54,199,STORE-SO,Efectivo,1,105.42,1.62,13.49,117.29
231,2016-07-25 11:27:37,184,STORE-WE,Efectivo,4,776.54,8.8,88.07,765.52
232,2016-05-30 11:21:49,200,STORE-WE,Efectivo,5,1176.11,10.06,112.35,976.6
233,2017-11-12 09:33:32,183,STORE-EA,Tarjeta,1,19.9,0.25,2.04,17.71
234,2015-03-16 11:06:09,201,STORE-SO,Efectivo,4,6412.77,19.33,831.15,7224.59
235,2017-11-26 10:49:40,202,STORE-CE,Tarjeta,2,164.34,1.04,21.23,184.53
236,2016-10-20 15:48:36,167,STORE-EA,Tarjeta,1,8.94,0.04,0.92,8.03
237,2017-12-21 18:40:39,203,STORE-WE,Efectivo,2,12.51,0.18,1.6,13.93
238,2017-01-22 18:20:09,58,STORE-WE,Efectivo,4,4189.38,63.9,536.31,4661.79
239,2015-03-22 17:03:22,204,STORE-CE,Efectivo,3,255.51,1.58,20.86,181.35
240,2017-01-23 08:23:53,205,STORE-CE,Tarjeta,1,210.98,2.58,27.09,235.49
241,2016-05-21 09:41:55,110,STORE-WE,Tarjeta,2,135.23,1.85,15.55,135.14
242,2015-12-26 14:29:37,206,STORE-EA,Efectivo,1,22.2,0.24,2.85,24.81
243,2017-10-21 18:12:20,207,STORE-SO,Efectivo,2,912.06,9.17,93.66,814.14
244,2015-09-03 15:06:51,208,STORE-EA,Efectivo,3,943.87,0.53,98.09,852.66
245,2015-11-07 08:15:45,209,STORE-WE,Tarjeta,1,238.4,0.37,24.75,215.1
246,2017-09-07 10:23:23,210,STORE-WE,Efectivo,1,47.94,0.06,6.22,54.1
247,2016-05-29 18:38:03,211,STORE-SO,Tarjeta,2,1002.7,0.43,130.3,1132.57
248,2016-07-10 16:43:24,212,STORE-WE,Efectivo,1,20.96,0.31,2.14,18.6
249,2017-09-03 10:21:05,213,STORE-CE,Tarjeta,1,213.08,0.74,5.44,47.32
250,2015-12-03 18:09:58,89,STORE-EA,Efectivo,1,13.44,0.07,1.39,12.07
251,2015-12-07 10:38:45,214,STORE-SO,Efectivo,2,436.86,0.79,56.69,492.76
252,2014-02-01 10:42:44,215,STORE-CE,Tarjeta,1,468.9,8.74,59.82,519.98
253,2016-07-14 19:43:58,21,STORE-WE,Tarjeta,1,476.08,2.72,49.16,427.3
254,2015-12-18 16:23:01,216,STORE-EA,Efectivo,1,808.47,9.62,82.83,719.99
255,2014-05-11 12:11:13,39,STORE-CE,Efectivo,3,363.91,4.31,28.69,249.39
256,2017-11-19 10:04:18,217,STORE-EA,Tarjeta,2,64.96,0.34,7.06,61.36
257,2015-11-15 20:06:32,159,STORE-CE,Tarjeta,3,380.56,0.36,35.1,305.09
258,2016-04-15 10:38:24,218,STORE-WE,Tarjeta,1,1401.96,13.98,143.99,1251.58
259,2017-09-11 10:11:53,54,STORE-SO,Tarjeta,1,43.13,0.22,4.46,38.74
260,2017-11-24 14:23:43,219,STORE-CE,Efectivo,1,13.53,0.2,1.38,12.0
261,2017-06-29 11:28:39,159,STORE-WE,Tarjeta,1,1295.78,11.57,166.95,1451.16
262,2014-03-03 12:51:50,220,STORE-SO,Tarjeta,1,24.32,0.13,2.51,21.84
263,2016-06-10 15:29:49,221,STORE-WE,Efectivo,3,1722.7,4.87,179.91,1563.82
264,2017-11-20 10:52:12,222,STORE-WE,Tarjeta,2,147.67,0.77,16.37,142.26
265,2014-09-14 18:30:55,223,STORE-SO,Tarjeta,2,32.66,0.42,3.34,29.05
266,2015-12-07 09:18:05,224,STORE-WE,Tarjeta,2,6.57,0.02,0.85,7.4
267,2017-12-07 10:53:27,225,STORE-WE,Tarjeta,1,467.97,6.59,47.81,415.6
268,2017-10-01 08:26:03,226,STORE-WE,Efectivo,4,776.58,2.1,83.38,724.8
269,2017-12-28 13:14:01,227,STORE-EA,Efectivo,4,142.84,0.32,17.45,151.65
270,2016-11-03 08:18:58,228,STORE-WE,Efectivo,1,8.82,0.16,1.13,9.79
271,2015-09-18 20:45:30,229,STORE-WE,Tarjeta,3,187.94,1.54,24.23,210.63
272,2017-07-20 12:13:53,230,STORE-CE,Efectivo,2,109.12,0.88,10.09,87.71
273,2015-09-10 11:19:07,231,STORE-WE,Efectivo,1,51.52,0.65,6.61,57.48
274,2017-12-01 20:39:29,232,STORE-WE,Efectivo,5,1289.46,14.28,130.78,1136.76
275,2015-07-03 18:32:36,233,STORE-SO,Efectivo,2,365.91,2.06,47.3,411.15
276,2016-03-20 17:22:15,234,STORE-WE,Efectivo,4,200.93,2.25,16.96,147.42
277,2014-01-09 09:33:34,235,STORE-CE,Efectivo,2,50.68,0.2,5.24,45.58
278,2014-08-08 08:40:24,236,STORE-WE,Efectivo,4,2461.3,4.65,265.87,2311.04
279,2016-07-14 13:15:46,237,STORE-EA,Tarjeta,1,14.54,0.22,1.48,12.89
280,2016-07-16 10:02:22,238,STORE-EA,Efectivo,3,1071.23,11.71,82.22,714.71
281,2014-03-15 19:30:40,239,STORE-SO,Efectivo,5,568.49,0.72,48.11,418.18
282,2014-05-23 08:18:12,240,STORE-EA,Efectivo,3,129.38,0.06,10.35,89.93
283,2016-04-28 12:32:25,241,STORE-CE,Tarjeta,2,481.61,6.78,49.21,427.72
284,2016-09-11 12:22:55,242,STORE-EA,Tarjeta,2,1225.47,6.97,94.96,825.39
285,2017-11-14 20:23:27,243,STORE-EA,Tarjeta,2,212.06,1.18,15.91,138.32
