sale_id,line_n,product_id,quantity,unit_price,gross_amount,line_discount,net_amount
57,4,114,6,27.18,163.08,32.62,130.46
58,1,115,3,262.51,787.53,0.0,787.53
59,1,116,1,525.98,525.98,368.19,157.79
60,1,117,3,15.68,47.04,0.0,47.04
60,2,9,4,7.71,30.84,0.0,30.84
60,3,118,6,37.76,226.56,0.0,226.56
60,4,119,9,12.78,115.02,0.0,115.02
60,5,120,7,9.72,68.04,0.0,68.04
61,1,121,3,285.98,857.94,257.38,600.56
62,1,122,6,205.9,1235.4,617.7,617.7
63,1,123,2,3.98,7.96,5.57,2.39
63,2,124,7,43.57,304.99,61.0,243.99
64,1,65,2,50.89,101.78,20.36,81.42
64,2,125,3,79.52,238.56,0.0,238.56
65,1,126,5,19.99,99.95,39.98,59.97
65,2,127,2,48.94,97.88,19.58,78.3
65,3,128,9,2.98,26.82,5.36,21.46
66,1,129,3,6.68,20.04,0.0,20.04
66,2,130,1,35.44,35.44,0.0,35.44
66,3,131,4,2.88,11.52,0.0,11.52
66,4,132,2,2.01,4.02,0.0,4.02
66,5,133,3,31.74,95.22,19.04,76.18
66,6,134,6,10.98,65.88,0.0,65.88
66,7,51,14,3.08,43.12,0.0,43.12
67,1,29,2,51.75,103.5,20.7,82.8
68,1,135,3,2.94,8.82,0.0,8.82
68,2,136,3,3.62,10.86,0.0,10.86
68,3,137,3,47.9,143.7,0.0,143.7
69,1,138,3,279.81,839.43,0.0,839.43
70,1,83,7,95.99,671.93,0.0,671.93
71,1,139,4,29.34,117.36,23.47,93.89
72,1,140,11,34.95,384.45,0.0,384.45
72,2,141,3,49.99,149.97,0.0,149.97
72,3,2,8,243.98,1951.84,0.0,1951.84
72,4,142,5,34.31,171.55,0.0,171.55
73,1,143,5,39.48,197.4,39.48,157.92
73,2,144,2,126.99,253.98,50.8,203.18
74,1,145,7,8.34,58.38,0.0,58.38
74,2,146,4,26.38,105.52,0.0,105.52
74,3,147,6,13.48,80.88,0.0,80.88
75,1,148,3,2.21,6.63,0.0,6.63
76,1,121,2,285.98,571.96,114.39,457.57
77,1,149,2,7.31,14.62,0.0,14.62
77,2,150,7,134.99,944.93,0.0,944.93
78,1,151,1,5.98,5.98,0.0,5.98
79,1,152,2,33.99,67.98,13.6,54.38
80,1,153,5,5.68,28.4,0.0,28.4
81,1,154,2,17.3,34.6,6.92,27.68
82,1,155,3,4.14,12.42,2.48,9.94
82,2,156,8,1699.99,13599.92,5439.97,8159.95
82,3,157,3,114.97,344.91,68.98,275.93
82,4,158,9,276.2,2485.8,745.74,1740.06
82,5,159,6,6.68,40.08,8.02,32.06
82,6,160,5,177.98,889.9,711.92,177.98
82,7,161,3,59.99,179.97,35.99,143.98
83,1,162,3,6.98,20.94,0.0,20.94
83,2,163,2,55.48,110.96,0.0,110.96
83,3,164,7,60.74,425.18,85.04,340.14
84,1,165,2,131.12,262.24,209.79,52.45
84,2,166,4,6.3,25.2,5.04,20.16
85,1,167,4,121.58,486.32,389.06,97.26
86,1,168,7,80.98,566.86,170.06,396.8
86,2,169,5,3.97,19.85,3.97,15.88
87,1,170,1,3.28,3.28,0.0,3.28
88,1,171,2,15.51,31.02,6.2,24.82
88,2,172,7,72.99,510.93,102.19,408.74
89,1,173,4,125.99,503.96,0.0,503.96
89,2,174,5,29.99,149.95,0.0,149.95
89,3,175,2,14.5,29.0,0.0,29.0
90,1,176,2,3.58,7.16,0.0,7.16
91,1,177,8,22.1,176.8,0.0,176.8
92,1,178,3,15.51,46.53,9.31,37.22
92,2,145,3,8.34,25.02,5.0,20.02
93,1,179,4,280.98,1123.92,224.78,899.14
93,2,180,6,11.96,71.76,0.0,71.76
93,3,181,8,6.48,51.84,0.0,51.84
93,4,38,3,260.98,782.94,156.59,626.35
93,5,182,5,3.98,19.9,0.0,19.9
94,1,30,7,2.04,14.28,0.0,14.28
95,1,183,2,4.63,9.26,1.85,7.41
95,2,184,3,2.52,7.56,1.51,6.05
96,1,185,3,15.42,46.26,0.0,46.26
97,1,186,2,4.91,9.82,6.87,2.95
97,2,187,3,6.69,20.07,4.01,16.06
98,1,188,3,9.06,27.18,5.44,21.74
99,1,189,2,218.75,437.5,218.75,218.75
99,2,190,1,3.25,3.25,0.65,2.6
100,1,191,2,165.71,331.42,265.14,66.28
101,1,192,7,6.28,43.96,8.79,35.17
102,1,193,4,138.99,555.96,111.19,444.77
103,1,194,4,20.98,83.92,0.0,83.92
103,2,195,2,65.99,131.98,0.0,131.98
103,3,123,4,3.98,15.92,0.0,15.92
103,4,196,9,5.81,52.29,0.0,52.29
103,5,197,1,91.99,91.99,0.0,91.99
104,1,198,2,13.0,26.0,5.2,20.8
105,1,199,2,14.8,29.6,5.92,23.68
105,2,200,5,180.98,904.9,452.45,452.45
105,3,105,3,34.99,104.97,41.99,62.98
105,4,201,9,440.0,3960.0,2772.0,1188.0
105,5,202,2,55.99,111.98,22.4,89.58
106,1,178,6,15.51,93.06,0.0,93.06
106,2,203,3,125.99,377.97,75.59,302.38
107,1,204,2,3.49,6.98,1.4,5.58
107,2,205,6,4.73,28.38,5.68,22.7
107,3,92,4,16.48,65.92,46.14,19.78
107,4,206,4,22.72,90.88,18.18,72.7
107,5,207,4,399.99,1599.96,1119.97,479.99
107,6,208,2,16.98,33.96,6.79,27.17
108,1,209,1,2.2,2.2,0.0,2.2
108,2,210,5,124.49,622.45,0.0,622.45
108,3,211,1,21.98,21.98,0.0,21.98
109,1,212,2,100.98,201.96,40.39,161.57
109,2,213,8,60.89,487.12,97.42,389.7
110,1,214,7,8.88,62.16,43.51,18.65
111,1,215,2,212.6,425.2,191.34,233.86
111,2,216,3,376.13,1128.39,507.78,620.61
111,3,214,2,8.88,17.76,12.43,5.33
111,4,217,3,107.53,322.59,64.52,258.07
111,5,218,3,257.49,772.47,154.49,617.98
112,1,219,2,5.28,10.56,0.0,10.56
113,1,220,5,6.48,32.4,6.48,25.92
113,2,221,5,209.84,1049.2,629.52,419.68
113,3,222,3,9.74,29.22,17.53,11.69
113,4,223,2,19.99,39.98,8.0,31.98
113,5,224,5,70.89,354.45,177.22,177.23
113,6,225,3,3.37,10.11,6.07,4.04
113,7,183,2,4.63,9.26,1.85,7.41
114,1,121,7,285.98,2001.86,0.0,2001.86
114,2,226,2,83.36,166.72,0.0,166.72
114,3,227,6,7.98,47.88,0.0,47.88
114,4,228,5,300.65,1503.25,0.0,1503.25
114,5,181,4,6.48,25.92,0.0,25.92
115,1,229,2,200.98,401.96,80.39,321.57
116,1,230,1,7.61,7.61,0.0,7.61
116,2,218,13,257.49,3347.37,0.0,3347.37
117,1,231,6,13.43,80.58,0.0,80.58
117,2,232,4,90.48,361.92,0.0,361.92
118,1,225,9,3.37,30.33,18.2,12.13
118,2,233,2,51.48,102.96,20.59,82.37
118,3,147,5,13.48,67.4,13.48,53.92
118,4,234,6,134.98,809.88,161.98,647.9
119,1,235,3,6.79,20.37,0.0,20.37
119,2,236,3,73.85,221.55,0.0,221.55
119,3,237,5,4.38,21.9,4.38,17.52
120,1,238,2,4.06,8.12,6.5,1.62
121,1,156,3,1699.99,5099.97,2039.99,3059.98
121,2,239,7,599.99,4199.93,1679.97,2519.96
122,1,240,4,102.57,410.28,82.06,328.22
123,1,241,2,39.95,79.9,0.0,79.9
124,1,242,3,5.84,17.52,3.5,14.02
125,1,243,6,1.26,7.56,0.0,7.56
126,1,244,1,46.51,46.51,9.3,37.21
126,2,245,3,23.99,71.97,14.39,57.58
127,1,246,4,181.46,725.84,0.0,725.84
128,1,247,7,29.99,209.93,0.0,209.93
128,2,248,3,1.76,5.28,0.0,5.28
128,3,249,3,4.55,13.65,2.73,10.92
129,1,250,2,4.41,8.82,0.0,8.82
129,2,251,1,5.98,5.98,0.0,5.98
130,1,252,2,7.28,14.56,2.91,11.65
130,2,253,4,5.68,22.72,4.54,18.18
130,3,254,6,12.44,74.64,14.93,59.71
130,4,255,3,10.35,31.05,6.21,24.84
131,1,256,5,2.08,10.4,8.32,2.08
131,2,257,7,199.0,1393.0,278.6,1114.4
132,1,258,5,259.71,1298.55,259.71,1038.84
133,1,259,5,35.44,177.2,35.44,141.76
133,2,260,5,59.95,299.75,59.95,239.8
133,3,261,6,6.48,38.88,7.78,31.1
134,1,262,7,120.98,846.86,592.8,254.06
134,2,167,2,121.58,243.16,48.63,194.53
134,3,263,5,240.37,1201.85,240.37,961.48
135,1,264,7,3.41,23.87,4.77,19.1
135,2,265,8,2.89,23.12,4.62,18.5
135,3,266,2,159.99,319.98,64.0,255.98
135,4,267,3,57.98,173.94,86.97,86.97
136,1,268,8,46.94,375.52,75.1,300.42
136,2,269,3,95.98,287.94,57.59,230.35
136,3,270,3,90.98,272.94,54.59,218.35
136,4,271,5,52.4,262.0,183.4,78.6
136,5,272,3,11.48,34.44,6.89,27.55
137,1,273,5,6.48,32.4,0.0,32.4
137,2,274,8,135.31,1082.48,0.0,1082.48
137,3,275,3,18.97,56.91,0.0,56.91
137,4,276,4,19.4,77.6,0.0,77.6
137,5,277,1,14.28,14.28,0.0,14.28
138,1,278,3,146.05,438.15,219.07,219.08
139,1,279,2,13.4,26.8,0.0,26.8
140,1,280,3,3.28,9.84,0.0,9.84
141,1,281,3,15.16,45.48,0.0,45.48
141,2,282,6,48.2,289.2,0.0,289.2
142,1,283,1,4.89,4.89,0.0,4.89
143,1,284,4,4.73,18.92,3.78,15.14
143,2,285,2,291.73,583.46,116.69,466.77
143,3,286,1,19.04,19.04,3.81,15.23
143,4,287,3,2.61,7.83,1.57,6.26
144,1,288,3,29.18,87.54,0.0,87.54
145,1,289,2,111.49,222.98,44.6,178.38
145,2,290,3,6.48,19.44,3.89,15.55
146,1,291,4,30.98,123.92,24.78,99.14
147,1,292,1,150.98,150.98,15.1,135.88
147,2,293,2,1995.99,3991.98,0.0,3991.98
147,3,41,6,45.99,275.94,0.0,275.94
147,4,294,4,90.0,360.0,0.0,360.0
147,5,124,1,43.57,43.57,0.0,43.57
148,1,295,2,3.58,7.16,0.0,7.16
149,1,271,6,52.4,314.4,62.88,251.52
149,2,296,1,99.99,99.99,0.0,99.99
150,1,297,1,19.99,19.99,4.0,15.99
151,1,298,3,161.61,484.83,193.93,290.9
151,2,299,2,33.89,67.78,13.56,54.22
151,3,300,4,280.98,1123.92,337.18,786.74
151,4,301,10,12.53,125.3,25.06,100.24
151,5,302,6,20.98,125.88,88.12,37.76
152,1,303,2,69.0,138.0,55.2,82.8
152,2,304,2,34.54,69.08,48.36,20.72
152,3,305,3,5.44,16.32,11.42,4.9
153,1,306,1,5.94,5.94,1.19,4.75
153,2,307,2,599.99,1199.98,240.0,959.98
153,3,308,4,4.49,17.96,3.59,14.37
154,1,309,2,4.82,9.64,1.93,7.71
154,2,310,3,290.98,872.94,174.59,698.35
155,1,311,4,1.24,4.96,0.0,4.96
156,1,312,4,5.58,22.32,4.46,17.86
156,2,14,10,169.99,1699.9,1189.93,509.97
156,3,128,13,2.98,38.74,7.75,30.99
156,4,313,12,9.99,119.88,47.95,71.93
157,1,18,4,27.75,111.0,22.2,88.8
158,1,126,3,19.99,59.97,11.99,47.98
159,1,184,3,2.52,7.56,0.0,7.56
159,2,34,2,12.28,24.56,0.0,24.56
159,3,314,2,6.48,12.96,0.0,12.96
160,1,235,1,6.79,6.79,0.0,6.79
160,2,315,2,12.28,24.56,0.0,24.56
160,3,316,1,3.81,3.81,0.76,3.05
160,4,315,4,12.28,49.12,0.0,49.12
160,5,317,4,1360.99,5443.96,1088.79,4355.17
161,1,318,6,80.98,485.88,97.18,388.7
161,2,319,2,4.13,8.26,0.0,8.26
161,3,320,4,4.26,17.04,0.0,17.04
161,4,321,5,6.88,34.4,0.0,34.4
162,1,188,5,9.06,45.3,9.06,36.24
163,1,322,8,80.98,647.84,0.0,647.84
163,2,323,2,10.35,20.7,0.0,20.7
164,1,323,2,10.35,20.7,0.0,20.7
164,2,324,3,180.98,542.94,54.29,488.65
164,3,325,2,2.78,5.56,0.0,5.56
164,4,326,8,5.89,47.12,0.0,47.12
165,1,46,4,52.99,211.96,0.0,211.96
166,1,327,4,5.8,23.2,0.0,23.2
166,2,328,2,3.68,7.36,0.0,7.36
166,3,329,7,14.97,104.79,0.0,104.79
166,4,38,4,260.98,1043.92,0.0,1043.92
167,1,330,5,6.48,32.4,6.48,25.92
167,2,331,3,22.26,66.78,13.36,53.42
168,1,305,5,5.44,27.2,19.04,8.16
168,2,332,8,159.99,1279.92,255.98,1023.94
168,3,333,1,11.55,11.55,2.31,9.24
168,4,334,10,59.88,598.8,119.76,479.04
169,1,335,4,30.98,123.92,24.78,99.14
170,1,336,7,303.76,2126.32,637.9,1488.42
171,1,337,3,14.42,43.26,34.61,8.65
171,2,338,3,9.93,29.79,5.96,23.83
171,3,339,4,15.22,60.88,48.7,12.18
172,1,340,7,7.28,50.96,0.0,50.96
172,2,341,3,20.64,61.92,12.38,49.54
173,1,342,2,20.95,41.9,0.0,41.9
174,1,343,3,227.55,682.65,307.19,375.46
174,2,344,3,34.99,104.97,20.99,83.98
175,1,345,4,401.95,1607.8,1125.46,482.34
175,2,346,1,3.7,3.7,0.74,2.96
176,1,347,1,3.28,3.28,0.66,2.62
177,1,348,4,7.3,29.2,5.84,23.36
177,2,85,2,19.99,39.98,0.0,39.98
178,1,349,2,153.99,307.98,61.6,246.38
178,2,350,3,599.99,1799.97,0.0,1799.97
179,1,351,3,20.77,62.31,49.85,12.46
180,1,352,3,31.58,94.74,18.95,75.79
181,1,353,2,24.98,49.96,0.0,49.96
181,2,354,2,6.48,12.96,0.0,12.96
182,1,355,4,17.53,70.12,0.0,70.12
183,1,356,3,14.98,44.94,8.99,35.95
183,2,27,4,880.98,3523.92,1127.65,2396.27
183,3,357,4,40.98,163.92,32.78,131.14
183,4,358,2,35.99,71.98,14.4,57.58
184,1,359,2,5.98,11.96,2.39,9.57
185,1,360,6,8.14,48.84,9.77,39.07
186,1,361,3,11.97,35.91,0.0,35.91
187,1,358,5,35.99,179.95,0.0,179.95
187,2,362,3,499.99,1499.97,299.99,1199.98
187,3,363,5,5.43,27.15,0.0,27.15
187,4,364,7,179.29,1255.03,251.01,1004.02
187,5,365,1,9.68,9.68,0.0,9.68
187,6,366,9,3.15,28.35,0.0,28.35
187,7,315,1,55.98,55.98,0.0,55.98
187,8,367,13,120.98,1572.74,235.91,1336.83
187,9,368,2,70.98,141.96,28.39,113.57
188,1,369,7,19.98,139.86,0.0,139.86
188,2,269,4,95.98,383.92,76.78,307.14
189,1,370,8,11.99,95.92,0.0,95.92
190,1,371,5,95.95,479.75,95.95,383.8
191,1,372,1,5.78,5.78,0.0,5.78
192,1,373,4,2.33,9.32,0.0,9.32
192,2,374,1,15.25,15.25,0.0,15.25
193,1,375,6,40.99,245.94,49.19,196.75
194,1,376,4,14.14,56.56,0.0,56.56
194,2,377,3,10.9,32.7,0.0,32.7
195,1,378,4,216.6,866.4,0.0,866.4
196,1,379,2,14.2,28.4,0.0,28.4
196,2,380,8,35.99,287.92,0.0,287.92
197,1,381,1,69.99,69.99,0.0,69.99
198,1,382,6,1.39,8.34,1.67,6.67
199,1,383,2,315.98,631.96,442.37,189.59
199,2,172,7,72.99,510.93,102.19,408.74
199,3,172,5,72.99,364.95,72.99,291.96
199,4,384,2,2.98,5.96,1.19,4.77
200,1,385,5,142.86,714.3,0.0,714.3
201,1,386,2,8.02,16.04,11.23,4.81
201,2,387,5,61.95,309.75,61.95,247.8
202,1,388,3,479.99,1439.97,431.99,1007.98
202,2,315,7,55.98,391.86,78.37,313.49
203,1,389,8,4.98,39.84,7.97,31.87
204,1,390,3,76.98,230.94,23.09,207.85
205,1,391,1,12.22,12.22,0.0,12.22
205,2,392,3,64.98,194.94,0.0,194.94
205,3,393,3,23.65,70.95,0.0,70.95
205,4,394,4,22.84,91.36,0.0,91.36
205,5,395,3,80.98,242.94,0.0,242.94
205,6,396,7,3.15,22.05,0.0,22.05
206,1,397,1,2.91,2.91,0.0,2.91
207,1,398,3,19.84,59.52,0.0,59.52
207,2,399,3,53.98,161.94,0.0,161.94
207,3,400,6,43.98,263.88,0.0,263.88
207,4,401,3,10.16,30.48,0.0,30.48
207,5,402,3,3.28,9.84,0.0,9.84
207,6,403,4,8.78,35.12,0.0,35.12
208,1,11,2,236.97,473.94,189.58,284.36
208,2,404,2,415.88,831.76,166.35,665.41
209,1,405,4,15.97,63.88,0.0,63.88
210,1,406,2,80.98,161.96,32.39,129.57
211,1,407,3,355.98,1067.94,320.38,747.56
211,2,408,2,5.58,11.16,2.23,8.93
212,1,409,4,25.98,103.92,0.0,103.92
212,2,410,9,99.99,899.91,0.0,899.91
212,3,411,3,21.38,64.14,12.83,51.31
213,1,326,5,5.89,29.45,5.89,23.56
213,2,412,6,424.21,2545.26,1272.63,1272.63
213,3,413,5,18.99,94.95,66.47,28.48
213,4,414,2,115.86,231.72,46.34,185.38
213,5,415,2,48.92,97.84,19.57,78.27
214,1,270,7,90.98,636.86,382.12,254.74
215,1,416,2,150.98,301.96,96.63,205.33
216,1,417,3,7.98,23.94,19.15,4.79
217,1,418,1,55.48,55.48,0.0,55.48
218,1,419,3,113.64,340.92,0.0,340.92
218,2,420,2,130.98,261.96,39.29,222.67
218,3,421,4,219.99,879.96,175.99,703.97
218,4,422,6,15.42,92.52,0.0,92.52
218,5,423,7,8.95,62.65,0.0,62.65
218,6,424,5,18.97,94.85,0.0,94.85
219,1,425,6,19.95,119.7,23.94,95.76
220,1,279,3,13.4,40.2,0.0,40.2
221,1,426,5,2.94,14.7,0.0,14.7
221,2,427,5,140.85,704.25,0.0,704.25
222,1,428,3,3.03,9.09,0.0,9.09
223,1,80,2,2.98,5.96,0.0,5.96
223,2,429,2,79.99,159.98,0.0,159.98
224,1,430,2,14.8,29.6,0.0,29.6
224,2,431,5,120.98,604.9,90.73,514.17
224,3,432,5,69.99,349.95,69.99,279.96
225,1,433,6,569.99,3419.94,683.99,2735.95
226,1,434,1,9.99,9.99,2.0,7.99
226,2,435,2,39.99,79.98,16.0,63.98
226,3,400,2,43.98,87.96,17.59,70.37
227,1,436,5,89.83,449.15,0.0,449.15
227,2,437,3,3.69,11.07,0.0,11.07
228,1,438,2,46.99,93.98,0.0,93.98
229,1,439,3,105.49,316.47,126.59,189.88
230,1,440,2,52.71,105.42,0.0,105.42
231,1,441,8,18.69,149.52,29.9,119.62
231,2,442,4,63.94,255.76,0.0,255.76
231,3,292,2,150.98,301.96,60.39,241.57
231,4,443,9,7.7,69.3,0.0,69.3
232,1,444,2,37.7,75.4,52.78,22.62
232,2,445,2,24.92,49.84,34.89,14.95
232,3,446,2,500.98,1001.96,200.39,801.57
232,4,447,3,2.64,7.92,5.54,2.38
232,5,448,1,40.99,40.99,8.2,32.79
233,1,123,5,3.98,19.9,3.98,15.92
234,1,449,1,2.74,2.74,0.0,2.74
234,2,450,3,2.78,8.34,0.0,8.34
234,3,231,3,15.58,46.74,0.0,46.74
234,4,451,5,1270.99,6354.95,0.0,6354.95
235,1,452,3,42.1,126.3,0.0,126.3
235,2,453,2,19.02,38.04,0.0,38.04
236,1,80,3,2.98,8.94,1.79,7.15
237,1,454,3,2.21,6.63,0.0,6.63
237,2,455,2,2.94,5.88,0.0,5.88
238,1,456,5,599.99,2999.95,0.0,2999.95
238,2,457,3,17.15,51.45,0.0,51.45
238,3,458,2,5.98,11.96,0.0,11.96
238,4,459,3,375.34,1126.02,0.0,1126.02
239,1,44,1,22.99,22.99,4.6,18.39
239,2,460,2,80.98,161.96,32.39,129.57
239,3,461,9,7.84,70.56,56.45,14.11
240,1,439,2,105.49,210.98,0.0,210.98
241,1,462,3,22.99,68.97,13.79,55.18
241,2,218,2,33.13,66.26,0.0,66.26
242,1,463,5,4.44,22.2,0.0,22.2
243,1,464,3,284.98,854.94,170.99,683.95
243,2,286,3,19.04,57.12,11.42,45.7
244,1,465,3,15.14,45.42,9.08,36.34
244,2,466,1,832.81,832.81,166.56,666.25
244,3,467,6,10.94,65.64,13.13,52.51
245,1,468,1,238.4,238.4,47.68,190.72
246,1,469,3,15.98,47.94,0.0,47.94
247,1,470,5,195.99,979.95,0.0,979.95
247,2,249,5,4.55,22.75,0.0,22.75
248,1,471,2,10.48,20.96,4.19,16.77
249,1,472,7,30.44,213.08,170.46,42.62
250,1,473,4,3.36,13.44,2.69,10.75
251,1,474,3,50.98,152.94,0.0,152.94
251,2,475,4,70.98,283.92,0.0,283.92
252,1,476,6,78.15,468.9,0.0,468.9
253,1,477,8,59.51,476.08,95.22,380.86
254,1,436,9,89.83,808.47,161.69,646.78
255,1,478,2,36.32,72.64,14.53,58.11
255,2,479,1,125.99,125.99,25.2,100.79
255,3,480,4,41.32,165.28,99.17,66.11
256,1,481,6,8.6,51.6,10.32,41.28
256,2,482,2,6.68,13.36,0.0,13.36
257,1,55,9,34.76,312.84,62.57,250.27
257,2,93,3,18.94,56.82,45.46,11.36
257,3,483,5,2.18,10.9,2.18,8.72
258,1,484,2,700.98,1401.96,280.39,1121.57
259,1,485,1,43.13,43.13,8.63,34.5
260,1,486,3,4.51,13.53,2.71,10.82
261,1,487,2,647.89,1295.78,0.0,1295.78
262,1,488,4,6.08,24.32,4.86,19.46
263,1,489,2,10.35,20.7,0.0,20.7
263,2,490,4,417.4,1669.6,333.92,1335.68
263,3,491,5,6.48,32.4,0.0,32.4
264,1,379,3,14.2,42.6,0.0,42.6
264,2,492,7,15.01,105.07,21.01,84.06
265,1,493,5,3.25,16.25,3.25,13.0
265,2,494,3,5.47,16.41,3.28,13.13
266,1,495,2,1.98,3.96,0.0,3.96
266,2,287,1,2.61,2.61,0.0,2.61
267,1,496,3,155.99,467.97,93.59,374.38
268,1,497,8,11.48,91.84,0.0,91.84
268,2,498,7,14.48,101.36,20.27,81.09
268,3,499,3,6.48,19.44,0.0,19.44
268,4,500,3,187.98,563.94,112.79,451.15
269,1,489,7,10.35,72.45,0.0,72.45
269,2,204,4,3.49,13.96,0.0,13.96
269,3,306,7,5.94,41.58,8.32,33.26
269,4,501,3,4.95,14.85,0.0,14.85
270,1,502,3,2.94,8.82,0.0,8.82
